"doi","Id","grant_title"
"10.1371/journal.pmed.1000048","081829","Defining vulnerable populations using spatial models to support the equitable delivery of insecticide treated nets (ITN) in Kenya."
"10.1371/journal.pmed.1000048","081673","The epidemiology, spatial ecology and transmission dynamics of co-infection with Plasmodium falciparum and hookworm in East Africa"
"10.1371/journal.pntd.0002087","085622","The biosynthesis of glycoproteins in Trypanosoma brucei: basic and translational research."
"10.1371/journal.pntd.0002087","085256","Structural features necessary for VSG function."
"10.1371/journal.pntd.0002087","083481","Wellcome Trust Centre for Drug Discovery."
"10.1371/journal.pone.0009872","069388","Approaches towards understanding the molecular pathogenis of motor neurone degeneration and identification of targets for therapeutic intervention."
"10.1371/journal.pcbi.1003187","089543","The Vasopressin System-Asynchronous burst firing as a signal encoding mechanism."
"10.1371/journal.pone.0078323","082584","School-based intervention to improve the mental health of low-income, secondary school students in Santiago, Chile."
"10.1371/journal.pone.0075538","082496","Role of cyclin-dependent kinase-5 in vascularization after ischaemic stroke."
"10.1371/journal.pone.0075675","077383","Learning from the human genome how protective immunity against malaria works."
"10.1371/journal.pone.0075675","090770","Resource centre for genomic epidemiology of malaria."
"10.1371/journal.pone.0075675","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pcbi.1002381","091845","HTLV-1 clonality: the role of the genomic integration site."
"10.1371/journal.pone.0081539","083511","Pneumococcal evolution by genetic recombination."
"10.1371/journal.pone.0081539","098532","CEA (Bronze) for Pref A Scott"
"10.1371/journal.pone.0081539","092654","Oxford part of Kenya MOP renewal 2010 - 2015"
"10.1371/journal.pone.0054894","85418","Strengthening community accountability in biomedical research and health delivery."
"10.1371/journal.ppat.1000770","072182","The development and lifespan of memory CD4+ T cells following malaria infection in humans."
"10.1371/journal.ppat.1000770","079920","Memory B/T cell responses in individuals with varying levels of acquired immunity."
"10.1371/journal.pone.0034565","090770","Resource centre for genomic epidemiology of malaria."
"10.1371/journal.pone.0034565","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0003501","063009","The Vertical Transmission study: a cohort study to assess the impact of exclusive breastfeeding on postnatal transmission of HIV."
"10.1371/journal.pone.0001832","063713","Cognitive function and structure of language processing in children with SLI: A neuropsycholinguistic investigation."
"10.1371/journal.pone.0055272","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0002775","060446","Comparison of Plasmodium falciparum and Plasmodium malariae population structure."
"10.1371/journal.ppat.0030143","066890","Dendritic cell function and immune responsiveness in malaria infections."
"10.1371/journal.pmed.1000246","081052","Cluster randomised controlled trial of the effect of community mobilisation onneonatal survival in Mumbai slums."
"10.1371/journal.pone.0002454","063009","The Vertical Transmission study: a cohort study to assess the impact of exclusive breastfeeding on postnatal transmission of HIV."
"10.1371/journal.pmed.1000209","083534","Mapping the global distribution of the main Anopheles vectors of human malaria."
"10.1371/journal.pmed.1000209","083124","Using Anopheles bionomics, distribution maps and GIS to optimize appropriate vector control in Kenya"
"10.1371/journal.ppat.1000006","080340","The Role of Interleukin-6 in Generation and Maintenance of Influenza-Specific CD4+ T Cell Memory."
"10.1371/journal.ppat.1000004","074538","Regulating cellular immune responses to malaria."
"10.1371/journal.ppat.0030120","066335","C1q-dependent innate immunity to Streptococcus pneumoniae."
"10.1371/journal.pbio.0050106","057730","A new cell signal required for patterning and morphogenesis downstream of EGFR-Ras."
"10.1371/journal.pone.0021042","068026","Investigation of the cytokine profile in invasive pneumococcal disease and host determinants of disease susceptibility and severity in Malawian children."
"10.1371/journal.pone.0021042","074124","Malawi-Liverpool-Wellcome Trust Clinical Research Programme (MLW): A Tropical Medicine Research Platform - training budget."
"10.1371/journal.pgen.1002300","083563","Discovery and annotation of regulatory elements in metazoan genomes."
"10.1371/journal.pgen.1002300","084071","Genetics of the MHC and LRC."
"10.1371/journal.pgen.1002504","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1002504","087646","Modernising Medical Microbiology: Establishing how new technologies can be optimally integrated into microbiology."
"10.1371/journal.pone.0047463","077383","Learning from the human genome how protective immunity against malaria works."
"10.1371/journal.pone.0047463","090770","Resource centre for genomic epidemiology of malaria."
"10.1371/journal.pone.0047463","087285","The ethics of collaborative global health research: a network to build capacity in the United Kingdom and developing countries."
"10.1371/journal.pone.0047463","096527","'The Global Health Bioethics Network: a programme to carry out ethics research and build ethics capacity across the Wellcome Trust's Major Overseas Programmes.'"
"10.1371/journal.pone.0047463","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pmed.1001176","084253","Improving quality of paediatric outpatient malaria case-management using mobile phone text-messaging in Kenya."
"10.1371/journal.pmed.1001176","092654","Oxford part of Kenya MOP renewal 2010 - 2015"
"10.1371/journal.pone.0039645","080867","Molecular characterisation of drug resistance in the human malarias."
"10.1371/journal.pgen.1002216","061858","JDRF/WT Diabetes and Inflammation Laboratory."
"10.1371/journal.pmed.1000437","081829","Defining vulnerable populations using spatial models to support the equitable delivery of insecticide treated nets (ITN) in Kenya."
"10.1371/journal.pntd.0001752","084368","Studies of Dengue pathogenesis and vaccines in Vietnam for improved case management and primary prevention ."
"10.1371/journal.pone.0036339","87742","Establishment of a Drosophila Core facility."
"10.1371/journal.pone.0054371","092766","Assessing the acceptability and competence of Community Health Workers (CHWs) as providers of malaria treatment in Kenya."
"10.1371/journal.pone.0054371","092654","Oxford part of Kenya MOP renewal 2010 - 2015"
"10.1371/journal.pone.0070467","092741","Integrated studies of the targets, regulation and consequences of human immunity to malaria."
"10.1371/journal.pone.0070467","084535","Measuring the impact of naturally acquired immunity on the expression of Plasmodium falciparum variant surface antigens."
"10.1371/journal.pone.0070467","076030","Plasmodium falciparum antigenic variation: parasite antigen expression under differing levels of host immunity."
"10.1371/journal.pone.0070467","084538","Developing research capacity and leadership in East Africa from the KEMRI- Wellcome Trust Research Programme, Kenya"
"10.1371/journal.pone.0002196","076934","Human genetic polymorphism and natural resistance to malaria with an emphasis on disorders of the red blood cell."
"10.1371/journal.pone.0067324","076827","Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.pone.0067324","092654","Oxford part of Kenya MOP renewal 2010 - 2015"
"10.1371/journal.pone.0055067","084538","Developing research capacity and leadership in East Africa from the KEMRI- Wellcome Trust Research Programme, Kenya"
"10.1371/journal.pone.0055067","076827","Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.pone.0047622","076827","Improving the delivery of evidence based care for severely ill children at district level in Kenya."
"10.1371/journal.pone.0078942","085042","Epidemiology of human non-typhoidal salmonella in Nairobi."
"10.1371/journal.pgen.1000665","083326","Ethical challenges in the release and publication of ethnicity-related research results. The case of the MalariaGEN Consortium."
"10.1371/journal.pgen.1000665","081407","Regulating international biobank networks."
"10.1371/journal.pmed.1001538","088316","Quadruple intervention against tuberculosis."
"10.1371/journal.pmed.1001553","093488","Merging theory and field studies for infectious disease dynamics."
"10.1371/journal.pone.0002281","074695","Studies of natural selection on malaria parasite merozoites in relation to invasion and immunity."
"10.1371/journal.pgen.1003568","076964","Understanding pathogen diversity and evolution and their consequences for human and animal health and disease through sequencing and comparative analysis."
"10.1371/journal.pgen.1003751","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0030787","092654","Oxford part of Kenya MOP renewal 2010 - 2015"
"10.1371/journal.pone.0063350","095127","Mapping the risks of Plasmodium falciparum infections in areas of low transmission intensity ."
"10.1371/journal.pone.0063350","092654","Oxford part of Kenya MOP renewal 2010 - 2015"
"10.1371/journal.pone.0026279","088885","Applied statistical genetics."
"10.1371/journal.pntd.0000557","074732","The genetics of drug resistance in African trypanosomes."
"10.1371/journal.pntd.0000557","079703","A genetic and population based approach to the study of human infectivity in both West and East African trypanosomes."
"10.1371/journal.pgen.1003219","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1003219","082030","Immunity and Infection Genomics Consortium."
"10.1371/journal.pgen.1003219","094446","Clinical PhD Programme at the University of Oxford: 'The identification of autoimmune susceptibility genes using ENU mutagenesis.'"
"10.1371/journal.pone.0053198","095127","Mapping the risks of Plasmodium falciparum infections in areas of low transmission intensity ."
"10.1371/journal.pgen.1001134","077224","Methyl-CpG binding proteins in physiology and disease."
"10.1371/journal.pgen.1003694","081682","Statistical methods for the analysis of whole genome association studies."
"10.1371/journal.pgen.1003694","064890","Whole genome strategies for detecting and characterizing complex trait loci."
"10.1371/journal.pgen.1003694","079557","Analytical and empirical approaches in large-scale association studies."
"10.1371/journal.pgen.1003694","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pone.0046256","083228","Mechanisms of cardiovascular pleiotropy and buffering in Cited2 deficiency."
"10.1371/journal.pone.0046256","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pntd.0002121","055558","Antigenic variation and transmission of African trypanosomes."
"10.1371/journal.pntd.0002121","085349","The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.ppat.1003772","084957","The control of MHC class I by viral and cellular E3 ligases."
"10.1371/journal.pntd.0001307","078990","The pathophysiology of rickettsial disease in Southeast Asia."
"10.1371/journal.pone.0053944","083541","Environmental and genetic determinants of obesity and diabetes in India."
"10.1371/journal.pone.0053944","089645","Integrating genetic and epigenetic measures into India-based projects."
"10.1371/journal.pgen.1002505","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.pgen.1002505","085235","Genetic and Molecular Epidemiology of Endometriosis."
"10.1371/journal.pcbi.1002999","085316","Model-based Imaging of the Subcortical Salience System ."
"10.1371/journal.pcbi.1002999","091593","Core support for the Wellcome Trust Centre for Neuroimaging"
"10.1371/journal.pone.0030095","079082","Cellular immune responses in children with Plasmodium falciparum infection."
"10.1371/journal.pone.0030095","077176","An integrated programme on the immuno-epidemiology of human blood stage immunity to P falciparum malaria."
"10.1371/journal.pone.0030095","084535","Measuring the impact of naturally acquired immunity on the expression of Plasmodium falciparum variant surface antigens."
"10.1371/journal.pone.0030095","084538","Developing research capacity and leadership in East Africa from the KEMRI- Wellcome Trust Research Programme, Kenya"
"10.1371/journal.pntd.0001856","083620","The challenge of chronicity:Host-Parasite conflict in gastrointestinal nematode infection."
"10.1371/journal.pntd.0001856","088785","Wellcome Trust Centre for Cell-Matrix Research core award renewal."
"10.1371/journal.pntd.0001618","085349","The Wellcome Trust Centre for Molecular Parasitology"
"10.1371/journal.pone.0059655","091593","Core support for the Wellcome Trust Centre for Neuroimaging"
"10.1371/journal.pmed.1001339","085406","Creating a geo-referenced resource of inherited haemoglobin disorder gene frequencies."
"10.1371/journal.pmed.1001339","095066","Defining the population at risk and burden of disease of Plasmodium vivax malaria."
"10.1371/journal.pmed.1001339","091835","ROAD-MAP: a repository for open access data collected by the Malaria Atlas Project."
"10.1371/journal.pone.0036851","091593","Core support for the Wellcome Trust Centre for Neuroimaging"
"10.1371/journal.pone.0064670","096919","Mitochondrial DNA - expression, disease and treatment."
"10.1371/journal.pgen.0030121","065061","Linking RNA interference, silent chromatin formation and kinetochore assembly."
"10.1371/journal.pntd.0002105","090219","Determining routes of B. pseudomallei infection and development of evidence-based guidelines for the prevention of melioidosis."
"10.1371/journal.pone.0032929","084538","Developing research capacity and leadership in East Africa from the KEMRI- Wellcome Trust Research Programme, Kenya"
"10.1371/journal.pone.0032929","077176","An integrated programme on the immuno-epidemiology of human blood stage immunity to P falciparum malaria."
"10.1371/journal.pone.0054714","090219","Determining routes of B. pseudomallei infection and development of evidence-based guidelines for the prevention of melioidosis."
"10.1371/journal.pone.0051405","090354","Wellcome Trust Clinical PhD Programme in International Health at the LSHTM: 'Immune recovery uveitis in HIV-infected adults in India: incidence and risk factors'."
"10.1371/journal.pone.0051405","088590","Intensified tuberculosis case finding and rapid detection of drug resistant disease in patients accessing antiretroviral treatment in South Africa."
"10.1371/journal.pgen.1002970","083573","Analysis of quantitative trait networks in disease models."
"10.1371/journal.pone.0037953","083184","11beta hydroxysteroid dehydrogenase type 1 and atherosclerosis risk."
"10.1371/journal.pone.0037953","079660","Investigating genetic leanness: what goes ""right"" in obesity-resistance."
"10.1371/journal.pone.0035167","085956","Post-transcriptional regulation of gene expression in trypanosomes."
"10.1371/journal.pone.0077423","098363","Predicting efficient T cell activation with therapeutic applications."
"10.1371/journal.pone.0073694","090354","Wellcome Trust Clinical PhD Programme in International Health at the LSHTM: 'Immune recovery uveitis in HIV-infected adults in India: incidence and risk factors'."
"10.1371/journal.pone.0073694","088590","Intensified tuberculosis case finding and rapid detection of drug resistant disease in patients accessing antiretroviral treatment in South Africa."
"10.1371/journal.pone.0042531","073405","Development and use of sandfly EST microarrays to study gene expression in response to Leishmania infection."
"10.1371/journal.pone.0038271","083735","A study of the epidemiology of lower respiratory tract infection and pneumococcal carriage in refugee infants living on the Thai-Burmese border."
"10.1371/journal.pone.0020082","054523","Cell polarity and cell fate determination in C. elegans."
"10.1371/journal.pgen.1003330","054523","Cell polarity and cell fate determination in C. elegans."
"10.1371/journal.pgen.1000220","078363","The genetics of myopia and refractive error: analysis of highly significant linkage loci."
"10.1371/journal.ppat.1003689","088293","The regulation of life cycle differentiation in African trypanosomes."
"10.1371/journal.ppat.1003689","095831","Centre for Immunity, Infection and Evolution."
"10.1371/journal.pone.0058239","091043","Repair of topoisomerase-mediated and oxidative-stress induced DNA damage: novel factors and implications on neuronal function."
"10.1371/journal.pone.0044794","089673","Wellcome Trust Clinical PhD Programme at the University of Liverpool."
"10.1371/journal.pone.0069190","089698","A systematic investigation into the pathogenesis and course of Parkinson's syndrome."
"10.1371/journal.pone.0002962","066780","Cardiovascular Functional Genomics: translating experimental work to human disease."
"10.1371/journal.pone.0002962","057733","Functional genomics of type 2 diabetes quantitative trait loci in rat models."
"10.1371/journal.ppat.1003374","090532","Understanding the genetic basis of common human diseases: core funding for the Wellcome Trust Centre for Human Genetics."
"10.1371/journal.ppat.1003374","089026","Molecular and Functional Basis for Bunyaviral Attachment and Fusion."
"10.1371/journal.pone.0082412","084353","Defining disease mechanisms in mouse models of chondrodysplasia."
